chunk_id,stratum,initial_effective_labels,cascade_labels,cascade_confidence,flash_labels,flash_confidence,pro_available,pro_labels,pro_confidence,final_reference_labels,final_event_id,final_reviewer,final_batch_id
TNgS7sRfA58_5ac91abf875bc16a28e8,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TNgS7sRfA58_8dfb1de9907b0ec386ab,"('ACOSO_AMENAZA|ATAQUE_POR_GENERO_IDENTIDAD', 'deepseek-v4-pro', 'needs_review')",ACOSO_AMENAZA|ATAQUE_POR_GENERO_IDENTIDAD,ATAQUE_POR_GENERO_IDENTIDAD|ACOSO_AMENAZA,0.9,ACOSO_AMENAZA,0.8,1,ATAQUE_POR_GENERO_IDENTIDAD|ACOSO_AMENAZA,0.9,ACOSO_AMENAZA|ATAQUE_POR_GENERO_IDENTIDAD,codex-pro-accept-f52d6dd55eb7132121355e41,CODEX,CODEX-PRO-PRECEDENCE-20260809
TNgS7sRfA58_8e77530b208e2c97968f,"('ATAQUE_POR_GENERO_IDENTIDAD|CONTENIDO_SEXUAL', 'deepseek-v4-pro', 'resolved')",ATAQUE_POR_GENERO_IDENTIDAD|CONTENIDO_SEXUAL,ATAQUE_POR_GENERO_IDENTIDAD|CONTENIDO_SEXUAL,0.85,ATAQUE_POR_GENERO_IDENTIDAD,0.8,1,ATAQUE_POR_GENERO_IDENTIDAD|CONTENIDO_SEXUAL,0.85,ATAQUE_POR_GENERO_IDENTIDAD|CONTENIDO_SEXUAL,,,
TNgS7sRfA58_8eb5bfad790c57abaa99,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
TNgS7sRfA58_d767edc54cdd5054528d,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TOOiueta99g_79edb94f89975caf2e73,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.5,SEGURO,0.8,1,,0.5,SEGURO,codex-598ce60dbb69c09369328966,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
TOOiueta99g_9c1e88def9d25a365269,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TOOiueta99g_be5577da27de969656c6,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.65,1,,0.65,SEGURO,codex-61e226557d495716618ad184,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
TOOiueta99g_e029d751ec981c4e179e,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.65,1,,0.65,SEGURO,codex-8d33cce6ad1355d5b5887016,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
TP04m2WXo6A_0c9a8ae885165aa6fa64,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TP04m2WXo6A_10257fcd9a33d1655c41,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TP04m2WXo6A_283a28fcefcb51f1334e,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TP04m2WXo6A_39f749416d1f2f411f76,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TP04m2WXo6A_4a28271af910d0da5e76,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TP04m2WXo6A_62fe9307d627efca5710,"('SEGURO', 'deepseek-v4-pro', 'needs_review')",SEGURO,SEGURO,0.9,ACOSO_AMENAZA,0.85,1,SEGURO,0.9,SEGURO,84b36644-de48-54e1-9d5c-721bcea09bce,reviewer-879d60dc246ead2d,
TP04m2WXo6A_64867427d8875146c28a,"('ACOSO_AMENAZA', 'deepseek-v4-pro', 'resolved')",ACOSO_AMENAZA,ACOSO_AMENAZA,0.85,,0.65,1,ACOSO_AMENAZA,0.85,ACOSO_AMENAZA,,,
TP04m2WXo6A_6a242e82257e0743464c,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TP04m2WXo6A_6c6e70244e62b1a8e896,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TP04m2WXo6A_6d6fc69b8e22c73186c6,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TP04m2WXo6A_76dfb67175e1fae6105b,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TP04m2WXo6A_811ba84ceab69a08708d,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
TP04m2WXo6A_8f9b3b71dfcf2d78ff8d,"('SEGURO', 'deepseek-v4-pro', 'needs_review')",SEGURO,SEGURO,0.85,ACOSO_AMENAZA,0.85,1,SEGURO,0.85,SEGURO,6b25d332-d6fd-52f9-a877-0105c2719260,reviewer-879d60dc246ead2d,
TP04m2WXo6A_9763830a4c68146ad193,"('SEGURO', 'deepseek-v4-pro', 'needs_review')",SEGURO,SEGURO,0.95,ACOSO_AMENAZA,0.7,1,SEGURO,0.95,SEGURO,5e47ab3a-085a-503e-8c53-7b565738d4ce,reviewer-879d60dc246ead2d,
TP04m2WXo6A_988ac83387f5e9a3264a,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TP04m2WXo6A_9c34b7e55a5a02a24839,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
TP04m2WXo6A_b65ad2558bda5692c2fb,"('PENDIENTE', 'deepseek-v4-flash', 'needs_review')",,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,codex-30bddf630672aa1834ae6494,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
TP04m2WXo6A_c77f1ab79820194d21cc,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TP04m2WXo6A_f26fd53381093beb5ab1,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TP04m2WXo6A_f3f6d6ad602da2ca5199,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TP04m2WXo6A_f4cae0b9d083188bd8f6,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TQMeCmEPwSQ_00596f7da2e1176fbb1f,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,1.0,SEGURO,1.0,0,,,SEGURO,,,
TQMeCmEPwSQ_113fdb44241613331856,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,1,SEGURO,0.95,SEGURO,,,
TQMeCmEPwSQ_234a63602e85e33200cc,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,1,SEGURO,0.95,SEGURO,,,
TQMeCmEPwSQ_2e45eb3a2f589e380d07,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TQMeCmEPwSQ_2f372f98b05013ed338c,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TQMeCmEPwSQ_3dc4cb5c0ea7e5addd9c,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TQMeCmEPwSQ_4a7a76c089b2ac26a402,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,1,SEGURO,0.95,SEGURO,,,
TQMeCmEPwSQ_5ffbffac3dc4d5ba7bbe,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TQMeCmEPwSQ_636b2eb8bfd703a85f1f,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TQMeCmEPwSQ_6cc38625b86d47e49193,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
TQMeCmEPwSQ_723d5245a5aedcdf561e,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TQMeCmEPwSQ_8937289f518d40625522,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TQMeCmEPwSQ_9514147b7beb08f1e848,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TQMeCmEPwSQ_aafde785e89b1fdc1c43,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.98,1,SEGURO,0.95,SEGURO,,,
TQMeCmEPwSQ_df993dd5e8c684f813dd,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,1,SEGURO,0.95,SEGURO,,,
TQMeCmEPwSQ_f102e9d7630aecf5393d,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TQMeCmEPwSQ_f817d139f7c8de4980b0,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TTIGd1fZQA0_1d48149a87639b6d1c71,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TTIGd1fZQA0_2a5e2cb5051c5812638f,"('PENDIENTE', 'deepseek-v4-flash', 'needs_review')",,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,codex-144196a7405086ba378eee62,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
TTIGd1fZQA0_75ef382e53a11c15b331,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TTIGd1fZQA0_911ed8e1762683c25e91,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
TTIGd1fZQA0_a0d221391b79018ce931,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,,,
TTIGd1fZQA0_c42c9d232be393d1b72c,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.65,1,,0.65,SEGURO,codex-037b39a34ae60d3caaf98cc5,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
TTIGd1fZQA0_f0324d7c70d957254b92,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TTXY3thpG5w_6b8ca1a645ae01ae9d16,"('PENDIENTE', 'deepseek-v4-flash', 'needs_review')",,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,codex-f0e8da8d7de89a518f384fa4,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
TTXY3thpG5w_7458d4d4753e11b85776,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TWqD1RqCp0c_0cb0a10d6a3b4d1428c3,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TWuiNyEUbhQ_5b5a7d526e647a080ba5,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,RACISMO_DISCRIMINACION,0.7,1,,0.65,SEGURO,codex-6010256ca9aed50c0cd23f53,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
TXOkxVqXcUU_1d37454ce07679a290d3,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TXOkxVqXcUU_2742579d6ad930a10e03,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TXOkxVqXcUU_5a8b2baf2f18dd82d73d,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,1,SEGURO,0.95,SEGURO,,,
TXOkxVqXcUU_b4b450c8b1ad910552c5,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TXOkxVqXcUU_be6047832a13cd0bb65a,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TXOph_6vw-g_3d01dbd0ad652dff6077,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,SEGURO,0.85,1,,0.65,SEGURO,codex-f14f8125b580123ba4b2c38a,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
TXOph_6vw-g_69bb718a6d37f5c63639,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.65,1,,0.65,SEGURO,codex-b1c24b5baed0e31503ee3f64,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
TXOph_6vw-g_8f464c77608fb3137ebd,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,,,
TbLc6UPU2Mg_b9454d9a61131fe5e34c,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TbLc6UPU2Mg_ed933e3572c8550d60da,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TbLc6UPU2Mg_ee699f558ebb45d63a44,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
TbLc6UPU2Mg_f3caa1fe6598763288d9,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TdpWdpKrcIY_0fb09724f5f1ed589b5e,"('ACOSO_AMENAZA', 'deepseek-v4-pro', 'resolved')",ACOSO_AMENAZA,ACOSO_AMENAZA,0.95,ACOSO_AMENAZA,0.95,1,ACOSO_AMENAZA,0.95,ACOSO_AMENAZA,,,
TdpWdpKrcIY_4516398783483f4e8a7e,"('ACOSO_AMENAZA', 'deepseek-v4-pro', 'resolved')",ACOSO_AMENAZA,ACOSO_AMENAZA,0.9,ACOSO_AMENAZA,0.95,1,ACOSO_AMENAZA,0.9,ACOSO_AMENAZA,,,
TdpWdpKrcIY_efdf7a91b7836d3835c6,"('ACOSO_AMENAZA', 'deepseek-v4-pro', 'resolved')",ACOSO_AMENAZA,ACOSO_AMENAZA,0.95,ACOSO_AMENAZA,0.9,1,ACOSO_AMENAZA,0.95,ACOSO_AMENAZA,,,
TeEHEoRpdBQ_188d22ba806d817746af,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TeEHEoRpdBQ_9231d6fe3fa78e33540f,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
Tf-6l7UzvXc_e6f993c8568eed6f057d,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TgDtNZtD-dY_093bfaa7344b54a675fd,"('PENDIENTE', 'deepseek-v4-flash', 'needs_review')",,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,codex-72868a7402371d43f5055269,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
TgDtNZtD-dY_0f3cb33850f35703909b,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,,,
TgDtNZtD-dY_34a409b5032068bc1426,"('PENDIENTE', 'deepseek-v4-flash', 'needs_review')",,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,codex-f0d6e287e98f13e63aadfe5e,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
TgDtNZtD-dY_35ba2c699d1f80b86b4e,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,,,
TgDtNZtD-dY_5d667848fcb0956d2b68,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TgDtNZtD-dY_750c1bcb34fdc645efa2,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,,,
TgDtNZtD-dY_883b2c3aa6945e43953f,"('PENDIENTE', 'deepseek-v4-flash', 'needs_review')",,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,codex-cdd9ffc3ae3092346c3dd6ae,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
ThZT8MpXz9I_00f84678c27cbddce7c4,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
ThZT8MpXz9I_04d95d14662dd8b4e636,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
ThZT8MpXz9I_109c7deb200b314f745e,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
ThZT8MpXz9I_1f5c988b352b62fd0851,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
ThZT8MpXz9I_5584bec1e0fbc8ec243f,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,1,SEGURO,0.95,SEGURO,,,
ThZT8MpXz9I_6e91b4258c3e53a1e29a,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
ThZT8MpXz9I_79db2670e45ac6577caa,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,1,SEGURO,0.95,SEGURO,,,
ThZT8MpXz9I_89b573a142d8ee293814,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
ThZT8MpXz9I_8eb37e8dcc664065596d,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
ThZT8MpXz9I_c35198d23a03c43ac9c0,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
ThZT8MpXz9I_d3bfede9753a8fa609e6,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
ThZT8MpXz9I_eb06998ff51caa3e658d,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
ThZT8MpXz9I_f2c5fefa886fa5e9479b,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
ThZT8MpXz9I_f4581cbd51599c7ebcc7,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,1,SEGURO,0.95,SEGURO,,,
Tm1DePMpZBE_211dfb9708d563d3a4ad,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
Tm1DePMpZBE_8c325b254e022a8fa19b,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
Tm1DePMpZBE_a40e9ce9919956403639,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
Tm1DePMpZBE_dae55c58389857241e46,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TmybYNVyNQk_5e8cc7df4499be7740c2,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,1.0,SEGURO,1.0,0,,,SEGURO,,,
TmybYNVyNQk_e1a7f9830978078b1235,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TmybYNVyNQk_f1e745460398c8761840,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,1,SEGURO,0.95,SEGURO,,,
TntDhxBZAV0_1dffe6d56d47b0cc4101,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TntDhxBZAV0_321e2aafb1c5c3b52a5a,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TntDhxBZAV0_34225e80429729e285b8,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TntDhxBZAV0_72d18bcdae91e468810b,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TntDhxBZAV0_a406c6370d2e0c6c3ce0,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TntDhxBZAV0_f57abfff19eb5a156cc8,"('SEGURO', 'deepseek-v4-pro', 'needs_review')",SEGURO,ACOSO_AMENAZA,0.85,SEGURO,0.95,1,ACOSO_AMENAZA,0.85,SEGURO,517edfc8-caf7-5497-9a87-003105b666ba,reviewer-879d60dc246ead2d,
TntDhxBZAV0_faaadb9b9ee941fb4035,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
ToYY56cPU9c_f50f4d842e8987cba55d,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.9,SEGURO,0.9,0,,,SEGURO,,,
TpBO4o30S9Q_0e7bc5837976a82ae695,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,ACOSO_AMENAZA,0.85,1,SEGURO,0.95,SEGURO,,,
TpBO4o30S9Q_658c57768fcf55958025,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,,,
TpBO4o30S9Q_6732ada062e842598c35,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TpBO4o30S9Q_9c059a2d4e16306b756b,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,CONTENIDO_SEXUAL,0.8,1,SEGURO,0.95,SEGURO,,,
TqTjVsMZzjE_6a8324f1971e55436bed,"('SEGURO', 'deepseek-v4-pro', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,1,SEGURO,0.95,SEGURO,,,
TqTjVsMZzjE_9890c8121a5f94af2fa3,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TrwdFsn1A8g_17e55d6a4dba0b0c94e5,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TrwdFsn1A8g_1868b07db0d7bd48b0be,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.6,1,,0.65,SEGURO,codex-92fb742201777c39cbb3cfac,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
TrwdFsn1A8g_39d546fc0012a8e7e852,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.6,1,,0.65,SEGURO,codex-d5c6d885455595eb8b1175db,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
TrwdFsn1A8g_4ad8a22760d20ba030d3,"('ACOSO_AMENAZA|ATAQUE_POR_GENERO_IDENTIDAD', 'deepseek-v4-pro', 'resolved')",ACOSO_AMENAZA|ATAQUE_POR_GENERO_IDENTIDAD,ATAQUE_POR_GENERO_IDENTIDAD|ACOSO_AMENAZA,0.9,ATAQUE_POR_GENERO_IDENTIDAD|ACOSO_AMENAZA,0.85,1,ATAQUE_POR_GENERO_IDENTIDAD|ACOSO_AMENAZA,0.9,ACOSO_AMENAZA|ATAQUE_POR_GENERO_IDENTIDAD,,,
TrwdFsn1A8g_5d449ecd83860c9d8445,"('SEGURO', 'deepseek-v4-flash', 'resolved')",SEGURO,SEGURO,0.95,SEGURO,0.95,0,,,SEGURO,,,
TrwdFsn1A8g_697c32ee6c38bc7fb48c,"('ACOSO_AMENAZA', 'deepseek-v4-pro', 'resolved')",ACOSO_AMENAZA,ACOSO_AMENAZA,0.85,ACOSO_AMENAZA,0.85,1,ACOSO_AMENAZA,0.85,ACOSO_AMENAZA,,,
TrwdFsn1A8g_bd3a2bdb2a1582c07c35,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.6,1,,0.65,SEGURO,codex-fa6cd30c7b2c7e5a2e2a51d1,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
TrwdFsn1A8g_c45a1b1b0eace787059e,"('PENDIENTE', 'deepseek-v4-flash', 'needs_review')",,SEGURO,0.95,,0.65,1,SEGURO,0.95,SEGURO,codex-a18c32f600f87d7b4a6d17e6,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
TrwdFsn1A8g_c50fe5011b539ec19eb5,"('PENDIENTE', 'deepseek-v4-pro', 'needs_review')",,,0.65,,0.65,1,,0.65,SEGURO,codex-286683c3f5ff43790f8dd73a,CODEX,CODEX-UNLABELED-PROMPT-V3_1_1-20260809
