selection_order,video_id,url,title,channel_title,channel_id,duration,discovery_type,discovery_source,source_rank,target_category,selection_reason,quota,round_robin,batch_id,selected_at
292,aJ3CekQMjdY,https://www.youtube.com/watch?v=aJ3CekQMjdY,"Shirley Arica announces the end of her romance with Pablo Heredia: ""There's nothing to fix""",Magaly TV La Firme,,200.0,high_yield_channel,Magaly TV La Firme,125,ACOSO_PERSONAL|CONTENIDO_SEXUAL|AMENAZA_DIRECTA,1.17 chunks de daño por video y cobertura de conflicto interpersonal,35,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
293,gdlt4jbJEOo,https://www.youtube.com/watch?v=gdlt4jbJEOo,Úrsula Boza and Christopher Gianotti share their experience as relationship coaches with Magaly M...,Magaly TV La Firme,,1924.0,high_yield_channel,Magaly TV La Firme,126,ACOSO_PERSONAL|CONTENIDO_SEXUAL|AMENAZA_DIRECTA,1.17 chunks de daño por video y cobertura de conflicto interpersonal,35,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
294,cz3KHYxr7tU,https://www.youtube.com/watch?v=cz3KHYxr7tU,"Christopher Gianotti: 'Uchi' doesn't need me for anything in life, she chooses me every day",Magaly TV La Firme,,420.0,high_yield_channel,Magaly TV La Firme,127,ACOSO_PERSONAL|CONTENIDO_SEXUAL|AMENAZA_DIRECTA,1.17 chunks de daño por video y cobertura de conflicto interpersonal,35,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
295,wPIRwZMFCo4,https://www.youtube.com/watch?v=wPIRwZMFCo4,He Upstaged the Birthday Girl! Christian Cueva Enjoyed Pamela Franco's Party Like It Was His Own,Magaly TV La Firme,,455.0,high_yield_channel,Magaly TV La Firme,128,ACOSO_PERSONAL|CONTENIDO_SEXUAL|AMENAZA_DIRECTA,1.17 chunks de daño por video y cobertura de conflicto interpersonal,35,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
296,3AHWGA4xpfA,https://www.youtube.com/watch?v=3AHWGA4xpfA,"Magaly Medina calls out Alejandra Baigorria live for threatening her: ""You don't scare me""",Magaly TV La Firme,,37.0,high_yield_channel,Magaly TV La Firme,129,ACOSO_PERSONAL|CONTENIDO_SEXUAL|AMENAZA_DIRECTA,1.17 chunks de daño por video y cobertura de conflicto interpersonal,35,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
297,sygojuC2VRo,https://www.youtube.com/watch?v=sygojuC2VRo,"Úrsula Boza on Christopher Gianotti: ""I feel very proud of the relationship we have""",Magaly TV La Firme,,218.0,high_yield_channel,Magaly TV La Firme,130,ACOSO_PERSONAL|CONTENIDO_SEXUAL|AMENAZA_DIRECTA,1.17 chunks de daño por video y cobertura de conflicto interpersonal,35,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
298,0QdaCyRNz_4,https://www.youtube.com/watch?v=0QdaCyRNz_4,"Magaly TV La Firme: July 2, 2026 Program",Magaly TV La Firme,,3206.0,high_yield_channel,Magaly TV La Firme,131,ACOSO_PERSONAL|CONTENIDO_SEXUAL|AMENAZA_DIRECTA,1.17 chunks de daño por video y cobertura de conflicto interpersonal,35,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
299,JMZdJq-Dsdg,https://www.youtube.com/watch?v=JMZdJq-Dsdg,Million-Dollar Fraud! Jackson Mora Arrested and Accused of Belonging to a Criminal Gang,Magaly TV La Firme,,406.0,high_yield_channel,Magaly TV La Firme,132,ACOSO_PERSONAL|CONTENIDO_SEXUAL|AMENAZA_DIRECTA,1.17 chunks de daño por video y cobertura de conflicto interpersonal,35,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
300,hNAKNZujugg,https://www.youtube.com/watch?v=hNAKNZujugg,The Origin of the 'Reality Girl': Shirley Arica's Romances and Scandals,Magaly TV La Firme,,779.0,high_yield_channel,Magaly TV La Firme,133,ACOSO_PERSONAL|CONTENIDO_SEXUAL|AMENAZA_DIRECTA,1.17 chunks de daño por video y cobertura de conflicto interpersonal,35,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
301,LYvskNMSqdM,https://www.youtube.com/watch?v=LYvskNMSqdM,Alejandra Baigorria loses her cool with reporter for asking about Said Palao's 'ampay',Magaly TV La Firme,,474.0,high_yield_channel,Magaly TV La Firme,134,ACOSO_PERSONAL|CONTENIDO_SEXUAL|AMENAZA_DIRECTA,1.17 chunks de daño por video y cobertura de conflicto interpersonal,35,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
302,g3a4Z6PvNAU,https://www.youtube.com/watch?v=g3a4Z6PvNAU,"Magaly Medina criticizes Carlos Orozco's latest vulgarity: ""What absolute coarseness""",Magaly TV La Firme,,63.0,high_yield_channel,Magaly TV La Firme,135,ACOSO_PERSONAL|CONTENIDO_SEXUAL|AMENAZA_DIRECTA,1.17 chunks de daño por video y cobertura de conflicto interpersonal,35,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
303,OPz_PXpx_Og,https://www.youtube.com/watch?v=OPz_PXpx_Og,"Magaly Medina slams Tilsa Lozano for her harsh comment to Yaco and 'El Loco': ""What a vocabulary!""",Magaly TV La Firme,,26.0,high_yield_channel,Magaly TV La Firme,136,ACOSO_PERSONAL|CONTENIDO_SEXUAL|AMENAZA_DIRECTA,1.17 chunks de daño por video y cobertura de conflicto interpersonal,35,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
304,USNhPhJ9K0c,https://www.youtube.com/watch?v=USNhPhJ9K0c,Pamela López and Vanessa Pumarica team up live to mock Pamela Franco's gifts,Magaly TV La Firme,,820.0,high_yield_channel,Magaly TV La Firme,137,ACOSO_PERSONAL|CONTENIDO_SEXUAL|AMENAZA_DIRECTA,1.17 chunks de daño por video y cobertura de conflicto interpersonal,35,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
305,OzjljWzATrs,https://www.youtube.com/watch?v=OzjljWzATrs,"Just a promo deal? The truth about Christian Cueva's ""little gifts"" to Pamela Franco",Magaly TV La Firme,,291.0,high_yield_channel,Magaly TV La Firme,138,ACOSO_PERSONAL|CONTENIDO_SEXUAL|AMENAZA_DIRECTA,1.17 chunks de daño por video y cobertura de conflicto interpersonal,35,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
306,iJqZDmGlxGo,https://www.youtube.com/watch?v=iJqZDmGlxGo,"Magaly TV La Firme: July 1, 2026 Episode",Magaly TV La Firme,,2992.0,high_yield_channel,Magaly TV La Firme,139,ACOSO_PERSONAL|CONTENIDO_SEXUAL|AMENAZA_DIRECTA,1.17 chunks de daño por video y cobertura de conflicto interpersonal,35,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
307,igpn2_-B7u4,https://www.youtube.com/watch?v=igpn2_-B7u4,A circus? Koky Belaunde trashes the dress code Pamela Franco chose for her birthday,Magaly TV La Firme,,500.0,high_yield_channel,Magaly TV La Firme,140,ACOSO_PERSONAL|CONTENIDO_SEXUAL|AMENAZA_DIRECTA,1.17 chunks de daño por video y cobertura de conflicto interpersonal,35,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
308,7tYaNZDta8w,https://www.youtube.com/watch?v=7tYaNZDta8w,Exponen videos de Monserrat mechoneando a su hija y golpeando a la madre de Heydi Amado,Magaly TV La Firme,,122.0,high_yield_channel,Magaly TV La Firme,141,ACOSO_PERSONAL|CONTENIDO_SEXUAL|AMENAZA_DIRECTA,1.17 chunks de daño por video y cobertura de conflicto interpersonal,35,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
309,6FdVuSizIO0,https://www.youtube.com/watch?v=6FdVuSizIO0,"Laura Borlini criticizes 'Churrito' Hinostroza for revealing abortion: ""It's extremely private""",Magaly TV La Firme,,345.0,high_yield_channel,Magaly TV La Firme,142,ACOSO_PERSONAL|CONTENIDO_SEXUAL|AMENAZA_DIRECTA,1.17 chunks de daño por video y cobertura de conflicto interpersonal,35,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
310,jnNdlInFRkU,https://www.youtube.com/watch?v=jnNdlInFRkU,"Laura Borlini on Pamela Franco and Christian Cueva's interview: ""I would be worried about my chil...",Magaly TV La Firme,,200.0,high_yield_channel,Magaly TV La Firme,143,ACOSO_PERSONAL|CONTENIDO_SEXUAL|AMENAZA_DIRECTA,1.17 chunks de daño por video y cobertura de conflicto interpersonal,35,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
311,SmZXPB-54q4,https://www.youtube.com/watch?v=SmZXPB-54q4,Monserrat threatens to sink Melcochita and Susan Villanueva puts a stop to it,Magaly TV La Firme,,458.0,high_yield_channel,Magaly TV La Firme,144,ACOSO_PERSONAL|CONTENIDO_SEXUAL|AMENAZA_DIRECTA,1.17 chunks de daño por video y cobertura de conflicto interpersonal,35,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
312,pYvtrJBaQCs,https://www.youtube.com/watch?v=pYvtrJBaQCs,"Magaly TV La Firme: Episode for Tuesday, June 30, 2026",Magaly TV La Firme,,2533.0,high_yield_channel,Magaly TV La Firme,145,ACOSO_PERSONAL|CONTENIDO_SEXUAL|AMENAZA_DIRECTA,1.17 chunks de daño por video y cobertura de conflicto interpersonal,35,,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
313,hnBE4yA7sdk,https://www.youtube.com/watch?v=hnBE4yA7sdk,"Liberan a primer sospechoso de asesinar a periodista en Ica: ""Ha sido amenazado muchas veces""",Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,571.0,targeted_search,sicarios amenazan periodista Perú,3,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,3.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
314,PK-8PR_fE7Q,https://www.youtube.com/watch?v=PK-8PR_fE7Q,San Luis: sujetos colocan afiches con amenazas de muerte contra árbitros,TVPerú Noticias,UCkZCoc42IipR1ucqJmIehsA,51.0,targeted_search,amenazas de muerte Perú,9,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,9.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
315,jVDuVneMJWk,https://www.youtube.com/watch?v=jVDuVneMJWk,"Susel Paredes sobre ataques homofóbicos: ""Me han servido para popularizar mi candidatura""",RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,85.0,targeted_search,amenazas homofóbicas Perú,9,AMENAZA_DIRECTA|ACOSO_GENERO_IDENTIDAD,consulta explícita de una categoría minoritaria,55,9.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
316,RYBSJdUHDUo,https://www.youtube.com/watch?v=RYBSJdUHDUo,"Denuncia contra Dennis Falvy. Prepotencia ""no negociable"". 1",eljusticio,UCkDZOthP55TUjDjreJ8qeDw,428.0,targeted_search,te voy a matar denuncia Perú,10,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,10.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
317,6flN11cTAj0,https://www.youtube.com/watch?v=6flN11cTAj0,El acoso hacia la comunidad LGBTI aumenta durante los confinamientos,euronews (en español),UCyoGb3SMlTlB8CLGVH4c8Rw,103.0,targeted_search,amenazas homofóbicas Perú,11,AMENAZA_DIRECTA|ACOSO_GENERO_IDENTIDAD,consulta explícita de una categoría minoritaria,55,11.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
318,7IPfBPyL9vY,https://www.youtube.com/watch?v=7IPfBPyL9vY,Transport workers report extortion by four gangs and demand security in Lima | RPP NOTICIAS,RPP Noticias,UC5j8-2FT0ZMMBkmK72R4aeA,169.0,targeted_search,extorsionadores amenazan audio Perú,11,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,11.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
319,gFsHeM6Gcug,https://www.youtube.com/watch?v=gFsHeM6Gcug,Joven madre denuncia 7 veces a su ex pareja por intento de feminicidio y por fin lo detienen,Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,178.0,targeted_search,agresor amenaza pareja Perú,12,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,12.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
320,kKFvSBOP7io,https://www.youtube.com/watch?v=kKFvSBOP7io,Pasco: imputado amenaza a juez con matarlo en audiencia virtual,ETCRADIO TV,UCpF79FBh6RxwYDN487KoltQ,126.0,targeted_search,amenaza juez audiencia virtual Perú,12,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,12.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
321,V8EH7ZQRSRk,https://www.youtube.com/watch?v=V8EH7ZQRSRk,Aliados por la Seguridad: Audios de algunos de los más peligrosos extorsionadores del país,TVPerú Noticias,UCkZCoc42IipR1ucqJmIehsA,508.0,targeted_search,extorsionadores amenazan audio Perú,12,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,12.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
322,I9GZYrHBkhI,https://www.youtube.com/watch?v=I9GZYrHBkhI,Duque y otros sectores del país rechazan amenazas de muerte contra periodistas | Noticias Caracol,Noticias Caracol,UC2Xq2PK-got3Rtz9ZJ32hLQ,236.0,targeted_search,sicarios amenazan periodista Perú,12,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,12.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
323,5evU_i5cg7E,https://www.youtube.com/watch?v=5evU_i5cg7E,¡Intento de feminicidio! Sujeto que disparó contra la casa de su expareja estuvo preso por 14 años,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,169.0,targeted_search,agresor amenaza pareja Perú,13,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,13.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
324,gp8UDhqyNwM,https://www.youtube.com/watch?v=gp8UDhqyNwM,'El Parcero' acusa a Greissy Ortega y denuncia haber recibido las mismas amenazas que Milena Zárate,Magaly TV La Firme,UCF6s3gpbZEQKqZ38VvQ0gLA,300.0,targeted_search,denuncia amenazas farándula Perú,13,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,13.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
325,vPA3Ps_eUmE,https://www.youtube.com/watch?v=vPA3Ps_eUmE,Julio César Rojas Mogollón amenazó con matar a su esposa tras ser detenido,TVPerú Noticias,UCkZCoc42IipR1ucqJmIehsA,237.0,targeted_search,agresor amenaza pareja Perú,14,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,14.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
326,rbn0XNrbII8,https://www.youtube.com/watch?v=rbn0XNrbII8,UN REO AMENAZA A UN JUEZ EN PLENA AUDIENCIA VIRTUAL,Ley Justa,UCtccjYpWHoBnQt_s0WR4_Bw,430.0,targeted_search,amenaza juez audiencia virtual Perú,14,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,14.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
327,3957c7pj_00,https://www.youtube.com/watch?v=3957c7pj_00,NOS AMENAZAN DE MUERTE A TODA MI FAMILIA ( nota de voz espeluznante ) | TheDonato,TheDonato,UCaHEdZtk6k7SVP-umnzifmQ,1106.0,targeted_search,amenazas de muerte Perú,14,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,14.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
328,Dtd6-kLQMqc,https://www.youtube.com/watch?v=Dtd6-kLQMqc,¿ Crímenes de odio por homofobia en el Perú  ?,bast chelsea,UCorgbnbfYTzboHsHhOjp0_w,267.0,targeted_search,amenazas homofóbicas Perú,14,AMENAZA_DIRECTA|ACOSO_GENERO_IDENTIDAD,consulta explícita de una categoría minoritaria,55,14.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
329,inDVyKEiegg,https://www.youtube.com/watch?v=inDVyKEiegg,Madonna Goes Viral for Sensual Dance | América Espectáculos (TODAY),América Noticias,UCPhm2I2wk4vqjENwhn3px8A,327.0,targeted_search,denuncia amenazas farándula Perú,14,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,14.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
330,ztOzhLajR4k,https://www.youtube.com/watch?v=ztOzhLajR4k,Diario paraguayo “ABC Color” denuncia amenazas por caso de homicidio del periodista Pablo Medina,NTN24,UCEJs1fTF3KszRJGxJY14VrA,95.0,targeted_search,sicarios amenazan periodista Perú,14,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,14.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
331,I17zqyGbAlU,https://www.youtube.com/watch?v=I17zqyGbAlU,El Director PC golpea a Cartman - South Park Clips Latino,Usuario Promedio,UCHoJnjIg1tP2J_V5D8JBAiA,95.0,targeted_search,te voy a matar denuncia Perú,14,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,14.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
332,a46jZX927z0,https://www.youtube.com/watch?v=a46jZX927z0,Joven aspirante denunció acoso sexual en compañía de Bomberos de Barranco,ATV Noticias,UCYG5uXS3xdsoaXIxum1pAEw,267.0,targeted_search,acoso sexual denuncia televisión peruana,15,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD,consulta explícita de una categoría minoritaria,55,15.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
333,uk9wJ99vrcQ,https://www.youtube.com/watch?v=uk9wJ99vrcQ,"Judge wanted to give the prosecutor the floor at the pretrial detention hearing, but the lawyer o...",LP - Pasión por el Derecho,UCDscRlCxFfuHhsJBlVvPBmA,485.0,targeted_search,amenaza juez audiencia virtual Perú,15,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,15.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
334,repaTbdJweI,https://www.youtube.com/watch?v=repaTbdJweI,Amenazan de muerte a peruanos que denunciaron estafa laboral en Rusia | #LR,La República - LR+,UC-B7Xv56uNRDkj0vC3QW8Cg,89.0,targeted_search,amenazas de muerte Perú,15,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,15.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
335,24pSGIY_rG0,https://www.youtube.com/watch?v=24pSGIY_rG0,LÓPEZ ALIAGA RESPONDS TO ACCUSATIONS OF THREATS OVER DEBT,Farandula Politica,UCEPKBntK_q0AXblXJtDUNhg,946.0,targeted_search,denuncia amenazas farándula Perú,15,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,15.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
336,_2GmYExfiNk,https://www.youtube.com/watch?v=_2GmYExfiNk,Así es como un extorsionador amenaza a mototaxistas para dejarlos trabajar,Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,112.0,targeted_search,extorsionadores amenazan audio Perú,15,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,15.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
337,QqFLyivzbVY,https://www.youtube.com/watch?v=QqFLyivzbVY,"Hermana de mujer discriminada por fiscalizador: ""Nos dicen estudia 'burro', anda a tu pueblo""",ATV Noticias,UCYG5uXS3xdsoaXIxum1pAEw,167.0,targeted_search,insultos racistas discriminación Perú denuncia,15,RACISMO_DISCRIMINACION,consulta explícita de una categoría minoritaria,55,15.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
338,k8SwPqcM13s,https://www.youtube.com/watch?v=k8SwPqcM13s,Alerta Roja: Sicariato amenaza a colegios de San Juan de Lurigancho,ATV,UCFDR6UGjEblEnrK3vp6VlPw,855.0,targeted_search,sicarios amenazan periodista Perú,15,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,15.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
339,XEO99obrmAs,https://www.youtube.com/watch?v=XEO99obrmAs,LOS INSERVIBLES EN EL JUICIO 🗣,El Canolexx,UCRSBn-sRqIjE1VUOwk_V4GQ,512.0,targeted_search,te voy a matar denuncia Perú,15,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,15.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
340,Lhcmp1StpL0,https://www.youtube.com/watch?v=Lhcmp1StpL0,"Magaly Medina on the sexual violence complaint against Santiago Suárez: ""I find it terrible""",Magaly TV La Firme,UCF6s3gpbZEQKqZ38VvQ0gLA,157.0,targeted_search,acoso sexual denuncia televisión peruana,16,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD,consulta explícita de una categoría minoritaria,55,16.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
341,PAMKTUjhzzU,https://www.youtube.com/watch?v=PAMKTUjhzzU,General Víctor Revoredo reports death threats from the leader of Los Pulpos,TVPerú Noticias,UCkZCoc42IipR1ucqJmIehsA,142.0,targeted_search,amenazas de muerte Perú,16,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,16.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
342,z7dWtZPf1tU,https://www.youtube.com/watch?v=z7dWtZPf1tU,SCANDAL! Renzo Reggiardo reports threats and extortion during cleaning work,Farandula Politica,UCEPKBntK_q0AXblXJtDUNhg,1457.0,targeted_search,denuncia amenazas farándula Perú,16,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,16.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
343,XbFwGhJ9WqI,https://www.youtube.com/watch?v=XbFwGhJ9WqI,"peru .lima, locas dice te matoo , amenazas por puente peatonal , facultad de derecho",Cercado Lima,UCyK7hdNmpGTD3M35HWuQ5yg,65.0,targeted_search,extorsionadores amenazan audio Perú,16,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,16.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
344,HNNEt7zt2Xw,https://www.youtube.com/watch?v=HNNEt7zt2Xw,Mujer que ganó juicio por racismo se solidarizó con Jhoel Herrera,24 Horas,UCsakKsRww3J7pM6DavkrAIQ,161.0,targeted_search,insultos racistas discriminación Perú denuncia,16,RACISMO_DISCRIMINACION,consulta explícita de una categoría minoritaria,55,16.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
345,lBWgLbigk28,https://www.youtube.com/watch?v=lBWgLbigk28,#MÉXICO | Las AMENAZAS contra los PERIODISTAS crecen,EL PAÍS,UCnsvJeZO4RigQ898WdDNoBw,271.0,targeted_search,sicarios amenazan periodista Perú,16,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,16.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
346,e5FMtQydVcs,https://www.youtube.com/watch?v=e5FMtQydVcs,Abuso en el cuartel: indignante caso de acoso sexual en Sullana,Panorama,UCBiq92lt_ufNO-ktZigVXgg,954.0,targeted_search,acoso sexual denuncia televisión peruana,17,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD,consulta explícita de una categoría minoritaria,55,17.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
347,nde96BcFcE4,https://www.youtube.com/watch?v=nde96BcFcE4,Lo ha denunciado 7 veces y teme por su vida: mujer acusa a su expareja de acosarla y amenazarla,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,410.0,targeted_search,agresor amenaza pareja Perú,17,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,17.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
348,W8q1zuF3L-I,https://www.youtube.com/watch?v=W8q1zuF3L-I,'The Untouchables of the Central Jungle' Case: Judge threatened during virtual hearing,ATV Noticias,UCYG5uXS3xdsoaXIxum1pAEw,220.0,targeted_search,amenaza juez audiencia virtual Perú,17,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,17.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
349,TNaBtHobqoU,https://www.youtube.com/watch?v=TNaBtHobqoU,Uganda: una mujer lucha contra la homofobia | Global 3000,DW Español,UCT4Jg8h03dD0iN3Pb5L0PMA,248.0,targeted_search,amenazas homofóbicas Perú,17,AMENAZA_DIRECTA|ACOSO_GENERO_IDENTIDAD,consulta explícita de una categoría minoritaria,55,17.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
350,gRxFUq2n5H8,https://www.youtube.com/watch?v=gRxFUq2n5H8,Extorsionadores se equivocan y mandan amenaza a humilde familia en Independencia,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,521.0,targeted_search,extorsionadores amenazan audio Perú,17,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,17.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
351,wKtkIDVVsRI,https://www.youtube.com/watch?v=wKtkIDVVsRI,Miluska Eskenazi denuncia ser víctima de racismo por interpretar a hada en obra teatral,Buenos Días Perú,UCFnOwPrJ-Skrzk_GPNBV5tg,529.0,targeted_search,insultos racistas discriminación Perú denuncia,17,RACISMO_DISCRIMINACION,consulta explícita de una categoría minoritaria,55,17.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
352,Dx7NJ9s0H4c,https://www.youtube.com/watch?v=Dx7NJ9s0H4c,"Cae alias 'El Barbas', sicario del 'Tren de Aragua': ""En Perú se ocultaba como un modesto barbero""",Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,649.0,targeted_search,sicarios amenazan periodista Perú,17,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,17.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
353,MoxiZVj-kaQ,https://www.youtube.com/watch?v=MoxiZVj-kaQ,La mala educación: Acoso y abuso en las aulas,DÍA D,UCmrzeYkbupPuvrXH8roR__w,1014.0,targeted_search,acoso sexual denuncia televisión peruana,18,CONTENIDO_SEXUAL|ACOSO_GENERO_IDENTIDAD,consulta explícita de una categoría minoritaria,55,18.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
354,93nzbc8uocQ,https://www.youtube.com/watch?v=93nzbc8uocQ,A woman's nightmare after breaking up with a violent man,Nunca MAS,UCFqwxsa2Wp6Y5FkUAcGShGA,622.0,targeted_search,agresor amenaza pareja Perú,18,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,18.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
355,mcizybMla_c,https://www.youtube.com/watch?v=mcizybMla_c,🚨 Detenido amenaza de muerte a juez durante su audiencia si no lo libera,Latina Noticias,UCpSJ5fGhmAME9Kx2D3ZvN3Q,86.0,targeted_search,amenaza juez audiencia virtual Perú,18,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,18.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
356,qHSTuoDT1Y4,https://www.youtube.com/watch?v=qHSTuoDT1Y4,🔴 Death threats against President Pedro Castillo are being investigated.,Latina Televisión,UC3rDtLrcgr3JS3_3JOW4BAw,146.0,targeted_search,amenazas de muerte Perú,18,AMENAZA_DIRECTA,consulta explícita de una categoría minoritaria,55,18.0,ampliacion_dano_20260727_lote2,2026-07-27T07:54:18-05:00
